ID,FED,TITLE,LASTNAME,FIRSTNAME,GAMES,RATING,RD,STATUS
896374,PHI,,Advincula, Dion,0,1800,250,i
896036,PHI,,Agaton, Mark Anthony,0,1800,250,i
896305,PHI,,Agcaoili, Jacob Angelo,6,1668,181,
896058,PHI,,Aguilar, Josef-Jake,12,1770,139,i
896028,PHI,,Ajo, Alfred,0,1800,250,i
896046,PHI,,Alcala, Alvin,12,1645,139,i
896044,PHI,,Alcausin, Aldrich,0,1800,250,i
896050,PHI,,Altea, Ed,0,1800,250,i
896243,PHI,,Andres, Carlito jr,28,1977,103,
896245,PHI,CCE,Andres, Clinton Paulo,66,2165,96,
896247,PHI,,Andres, Genesis Jahk,25,1926,103,
896383,PHI,,Anonuevo, Jonathan,0,1800,250,
896075,PHI,,Arani, Darious,0,1800,250,i
896339,PHI,,Arcenal, Xerxes,0,1800,250,
896166,PHI,,Asi, Emmanuel,204,1826,82,
896230,PHI,,Balas, Mark Edwin,22,1768,108,i
896357,PHI,,Balona, Joshua,1,1799,234,
518874,PHI,,Banawa, Joel,4,2414,142,
896386,PHI,,Banawa, Stewart,0,1800,250,
896358,PHI,,Barton, Ethan Douglas V,2,1870,221,
896369,PHI,,Batingal, Glenn Rejie,0,1800,250,i
896356,PHI,,Bayola, Reniel,0,1800,250,
896030,PHI,,Bayon, Chito,7,1800,250,i
896362,PHI,,Bernabe, Jefferson,0,1800,250,
896229,PHI,,Bordon, Sheryll,84,1825,90,
896321,PHI,,Borja, Zyrel,14,1527,129,
896314,PHI,,Buenaventura, Francis,2,1693,225,
896327,PHI,,Bumatay, John Robert,0,1800,250,
896142,PHI,,Cabuyao, Marfin Loi,0,1800,250,i
896034,PHI,,Cadalin, Jose,7,1800,250,i
896293,PHI,,Carillo, Jasper,12,1569,139,
896012,PHI,,Carlos, Leonardo M.,10,1800,250,i
896053,PHI,CCM,Castillo, Eric,140,2244,84,
896302,PHI,,Chiong, Vic Joseph,4,1968,199,
896365,PHI,,Combate, Mizael Meru,0,1800,250,
896172,PHI,,Como, Marvin,0,1800,250,i
896255,PHI,,Coronel, Timon,32,1682,103,
896246,PHI,,Coronel, Timothy,55,2128,98,
896021,PHI,,Cuaresma, Dysanne Allister,8,1800,250,i
896026,PHI,,Cuaycong, Virgilio,9,1800,250,i
896033,PHI,,Cuison, Reno,7,1800,250,i
896160,PHI,,Dacpano, Frances Irene,18,1186,118,
896218,PHI,,Daligdig, Garry,52,1689,101,
896040,PHI,,Datuin, Jean Paul G.,6,1800,250,i
896269,PHI,,De Leon, Carlyle Jered,8,1381,163,
896027,PHI,,De Velez, G.,8,1800,250,i
896003,PHI,,De Velez, Geoffrey Allen,78,1786,103,i
896309,PHI,,dela Cruz, Charlz,0,1800,250,
896038,PHI,,Delfino, Clodelio,0,1800,250,i
896341,PHI,,Dulatre, Mark Anthony,9,1253,163,
896266,PHI,,Duron, Wens Zaren,53,2192,91,
896159,PHI,,Dynaque, Dennis,0,1800,250,i
896364,PHI,,Ejes, Eliezer,0,1800,250,
896389,PHI,,Enciso, Zuriel,0,1800,250,
896328,PHI,,Fajardo, Robe,8,2152,166,
896329,PHI,,Fernandez, Bencelie,8,1584,163,
896288,PHI,,Foronda III, Melchor,16,1492,122,
896273,PHI,,Foronda, Sophia,0,1800,250,i
896319,PHI,,Frias, Jennah,12,1789,139,
896296,PHI,,Garcia, Eliezer,2,1385,222,
896352,PHI,,Garcia, Jeb Royz,0,1800,250,
20578,PHI,,García, Miguel,0,1800,250,i
896295,PHI,,Gaygay, Angielyn,6,1178,180,
896348,PHI,,Gecale, John Mark,0,1800,250,
896041,PHI,CCM,Germanes, Ramil,206,2352,86,
896118,PHI,,Gonsalez, Cris,0,1800,250,i
896071,PHI,,Guaniezo, Anatoly,0,1800,250,i
896020,PHI,,Guinto, Noel L.,6,1800,250,i
896274,PHI,,Habaradas, Paul Emmanuel,4,1420,199,
896270,PHI,,Hernani, Yreil Josh,6,1134,180,
896024,PHI,,Ho, Adrian,30,1941,103,i
896335,PHI,,Imperial, Genghis,3,1645,202,
896042,PHI,,Jacinto, Arjay,0,1800,250,i
896043,PHI,,Jacinto, Lelouch,0,1800,250,i
896175,PHI,CCM,Javier, Christian C.,212,2308,82,
