ID,FED,TITLE,LASTNAME,FIRSTNAME,GAMES,RATING,RD,STATUS
896405,PHI,,Adolfo, Samuel,0,1800,250,i
896374,PHI,,Advincula, Dion,4,1380,192,
896036,PHI,,Agaton, Mark Anthony,0,1800,250,i
896305,PHI,,Agcaoili, Jacob Angelo,6,1668,181,i
896058,PHI,,Aguilar, Josef-Jake,12,1770,139,i
896028,PHI,,Ajo, Alfred,0,1800,250,i
896046,PHI,,Alcala, Alvin,12,1645,139,i
896044,PHI,,Alcausin, Aldrich,0,1800,250,i
896050,PHI,,Altea, Ed,0,1800,250,i
896243,PHI,,Andres, Carlito jr,28,1977,120,i
896245,PHI,CCM,Andres, Clinton Paulo,109,2348,89,
896247,PHI,,Andres, Genesis Jahk,25,1926,120,i
896383,PHI,,Anonuevo, Jonathan,0,1800,250,
896075,PHI,,Arani, Darious,0,1800,250,i
896339,PHI,,Arcenal, Xerxes,2,1702,227,
896397,PHI,,Asanji, Abraham,0,1800,250,
896166,PHI,,Asi, Emmanuel,262,1918,77,
896230,PHI,,Balas, Mark Edwin,22,1768,120,i
896357,PHI,,Balona, Joshua,6,1684,183,
518874,PHI,,Banawa, Joel,17,2211,119,
896386,PHI,,Banawa, Stewart,0,1800,250,
896358,PHI,,Barton, Ethan Douglas V,6,2045,182,
896369,PHI,,Batingal, Glenn Rejie,0,1800,250,i
896396,PHI,,Bautista, Miel,9,1861,164,
896356,PHI,,Bayola, Reniel,5,1509,187,
896030,PHI,,Bayon, Chito,7,1800,250,i
896406,PHI,,Bernabe, Ian Russ,0,1800,250,
896362,PHI,,Bernabe, Jefferson,5,2044,188,
896229,PHI,,Bordon, Sheryll,99,1789,96,
896321,PHI,,Borja, Zyrel,14,1527,129,i
896314,PHI,,Buenaventura, Francis,4,1467,198,
896327,PHI,,Bumatay, John Robert,0,1800,250,i
896142,PHI,,Cabuyao, Marfin Loi,0,1800,250,i
896034,PHI,,Cadalin, Jose,7,1800,250,i
896293,PHI,,Carillo, Jasper,12,1569,139,
896012,PHI,,Carlos, Leonardo M.,10,1800,250,i
896053,PHI,CCM,Castillo, Eric,206,2283,79,
896302,PHI,,Chiong, Vic Joseph,6,2095,182,
896365,PHI,,Combate, Mizael Meru,0,1800,250,i
896172,PHI,,Como, Marvin,0,1800,250,i
896255,PHI,,Coronel, Timon,32,1682,120,i
896246,PHI,CCE,Coronel, Timothy,93,2241,93,
896021,PHI,,Cuaresma, Dysanne Allister,8,1800,250,i
896026,PHI,,Cuaycong, Virgilio,9,1800,250,i
896033,PHI,,Cuison, Reno,7,1800,250,i
896160,PHI,,Dacpano, Frances Irene,18,1186,120,i
896218,PHI,,Daligdig, Garry,52,1689,120,i
896040,PHI,,Datuin, Jean Paul G.,6,1800,250,i
896269,PHI,,De Leon, Carlyle Jered,8,1381,163,i
896027,PHI,,De Velez, G.,8,1800,250,i
896003,PHI,,De Velez, Geoffrey Allen,78,1786,120,i
896309,PHI,,dela Cruz, Charlz,0,1800,250,i
896038,PHI,,Delfino, Clodelio,0,1800,250,i
896398,PHI,,Diaz, Llèwelyn,0,1800,250,i
896410,PHI,,Dizon, Adonis,0,1800,250,i
896341,PHI,,Dulatre, Mark Anthony,25,1441,113,
896266,PHI,CCE,Duron, Wens Zaren,74,2172,102,
896159,PHI,,Dynaque, Dennis,0,1800,250,i
896364,PHI,,Ejes, Eliezer,5,1860,189,
896389,PHI,,Enciso, Zuriel,0,1800,250,i
896328,PHI,,Fajardo, Robe,36,1405,109,
896329,PHI,,Fernandez, Bencelie,8,1584,163,i
896288,PHI,,Foronda III, Melchor,16,1492,122,i
896273,PHI,,Foronda, Sophia,0,1800,250,i
896319,PHI,,Frias, Jennah,34,1470,110,
896399,PHI,,Frias, Roylan,0,1800,250,i
896296,PHI,,Garcia, Eliezer,2,1385,222,i
896352,PHI,,Garcia, Jeb Royz,17,2161,132,
20578,PHI,,García, Miguel,0,1800,250,i
896295,PHI,,Gaygay, Angielyn,6,1178,180,i
896348,PHI,,Gecale, John Mark,10,1903,155,
896041,PHI,IM,Germanes, Ramil,380,2493,61,
896118,PHI,,Gonsalez, Cris,0,1800,250,i
896071,PHI,,Guaniezo, Anatoly,0,1800,250,i
896020,PHI,,Guinto, Noel L.,6,1800,250,i
896274,PHI,,Habaradas, Paul Emmanuel,4,1420,199,i
896270,PHI,,Hernani, Yreil Josh,6,1134,180,i
896024,PHI,,Ho, Adrian,30,1941,120,i
896335,PHI,,Imperial, Genghis,4,1729,191,
896042,PHI,,Jacinto, Arjay,0,1800,250,i
896402,PHI,,Jacinto, Estefanie Grace,0,1800,250,
896043,PHI,,Jacinto, Lelouch,0,1800,250,i
896175,PHI,IM,Javier, Christian C.,345,2389,66,
896188,PHI,IM,Javier, Guilbert,196,2398,83,
896330,PHI,,Javier, Kelvin,8,1435,163,i
896032,PHI,,Jucutan, Eduardo,7,1800,250,i
896004,PHI,,Khu, K.,7,1800,250,i
896016,PHI,CCM,Lachica Jr., Cesar G.,298,2368,50,
896304,PHI,,Lagria, Michael Antonio,20,1616,120,
896407,PHI,,Leonor, Liezel Anne,0,1800,250,
896019,PHI,,Linatoc, Ben,6,1800,250,i
896226,PHI,,Lopez Cacayan, Clifford,88,1993,107,
896367,PHI,CCE,Lopez, Henry,112,2328,73,
896194,PHI,,Lopez, Saldy,0,1800,250,i
896072,PHI,,Mabeza, Clark Ian,0,1800,250,i
896404,PHI,,Macorol, Rewil,0,1800,250,
896285,PHI,,Madrid, Rei.iane,37,1650,104,
896025,PHI,,Malagar, Leo,64,1877,120,i
896217,PHI,CCM,Manaois, Manolito,283,2319,71,
896264,PHI,,Manilay, Frederick,26,2187,118,
896225,PHI,,Marayag, Jose Salvador,54,1984,119,
896037,PHI,,Masangcay, Felix-Joey M.,0,1800,250,i
896286,PHI,,Mauricio, Darwin,14,1307,129,i
896220,PHI,,Medina, Ferdimarc,14,1721,129,i
896015,PHI,,Mendoza, Ruel P.,0,1800,250,i
896161,PHI,,Mialdo, Arfe,6,1800,250,i
896360,PHI,,Miranda, Carl Josh,5,1777,187,
896338,PHI,,Moreno, Luis Zamora,0,1800,250,i
896002,PHI,,Ng, Willy C.,108,1570,108,
896096,PHI,,Nuto, Marceliano Jr.,6,1800,250,i
896031,PHI,,Obadilla, Mitchelle,7,1800,250,i
896221,PHI,,Obana, Arbie Rheiza,67,1904,98,
896214,PHI,CCE,Obana, Servillano jr,225,2272,71,
511689,PHI,,Ong, Allan,277,1222,120,i
896117,PHI,,Ozoa, Manuel Zosimo,0,1800,250,i
896070,PHI,,Pabico, Cim,0,1800,250,i
896029,PHI,CCM,Padilla, Eribert S.,347,2337,74,
896306,PHI,CCM,Pagaran, Michael Joseph,291,2338,68,
896007,PHI,,Page, Edmund C.,10,1800,250,i
896005,PHI,,Pagunsan, Franklin M.,0,1800,250,i
511763,PHI,,Pagunsan, Nilo M.,0,1800,250,i
896277,PHI,,Pahamtang, Rigil Kent Rosell,16,1602,122,i
896336,PHI,,Paraguya, Voltaire Marc,4,1478,198,
896337,PHI,,Paraguya, Yuri Lei,2,1405,217,i
896006,PHI,,Pascual, Orlando B.,95,2054,120,i
896082,PHI,,Pelias, Allan,6,1800,250,i
896062,PHI,CCM,Perez, Brigiliano,309,2361,70,
896231,PHI,,Perez, Elah Sarelle,56,2165,109,
896308,PHI,,Pesigan, Rusty Joshua,10,1443,152,
896256,PHI,,phua, marvin,10,1528,150,i
896262,PHI,,Piel, Jaymiel,28,2064,120,
896282,PHI,,Posadas, Jesus Basilio,64,2257,98,
896242,PHI,,Quilang, Aaron James,157,2247,75,
896268,PHI,,Ramones, Romark,8,1461,163,i
896098,PHI,SIM,Ramos, Francis A.,854,2486,53,
896222,PHI,,Ramos, Norwin,18,1350,120,i
896349,PHI,CCM,Ricafort, Kleizmer,244,2320,56,
896251,PHI,CCM,Rosales, Ralph Christian,213,2405,73,
896345,PHI,,Rosini, Josh,0,1800,250,
896378,PHI,,Sampang, Prince Diether,0,1800,250,
896023,PHI,,San Juan, Penn,0,1800,250,i
896342,PHI,,Sanchez, Marfred,33,1510,114,
896152,PHI,,Santos, Joseph Rodolfo,0,1800,250,i
896351,PHI,,Scott, Peter,6,1580,180,
896280,PHI,CCE,Serna, Joselito,311,2186,52,
896236,PHI,CCE,Simplina Ubeda, Roma Aurora,164,2114,81,
896209,PHI,,Simplina, Ardie Boy,95,1812,112,
517765,PHI,CCM,Simplina, Arthur,449,2356,70,
896207,PHI,IM,Simplina, Pancho Amor,617,2444,55,
896212,PHI,,Simplina, Roma Asea,25,1461,120,i
896100,PHI,CCM,Sinsuat, Datuali,366,2463,68,
896228,PHI,,Sodela, Jaycol,2,1433,222,i
896008,PHI,CCM,Sopungco, Alwin A.,150,2417,71,
896366,PHI,,Sta.Ana, Jacob,7,1281,172,
896315,PHI,CCE,Suter, Anatalio,,,,
896323,PHI,,Suter, Nathalie,39,2273,111,
896325,PHI,,Suter, Nayelie,15,2158,140,
896013,PHI,,Tabada, Jobannie C.,10,1800,250,i
896312,PHI,,Tabanao, Neil Bryan,0,1800,250,i
896010,PHI,CCM,Tabudlong, Ronnie M.,213,2334,78,
896401,PHI,,Tabudlong, Zsuzsa,0,1801,150,i
896018,PHI,,Tacda, Vincent,5,1800,250,i
896215,PHI,CCE,Tagoc, Charlie,219,2294,79,
896322,PHI,,Taguba, Jesus Caesar,14,1527,129,i
896363,PHI,,Talibo, Warlito Jr.,5,1334,189,
896216,PHI,,Tamani, Donald,41,1410,120,i
896014,PHI,,Tamayo, Fernando Damaso,20,1833,120,i
896051,PHI,,Tamayo, Joseph Emmanuel,0,1800,250,i
896039,PHI,,Tan, Rufilo Jr.,0,1800,250,i
896355,PHI,,Tapic, King Daniel,8,1860,170,
896240,PHI,CCM,Tautho, Diego,302,2310,70,
896009,PHI,,Taylor, Jefferson U.,10,1800,250,i
896238,PHI,,Timbreza, Hanz,10,1492,150,i
896011,PHI,,Tolentino, Angelo M.,10,1800,250,i
896035,PHI,,Tuason III, Joseph,7,1800,250,i
896227,PHI,,Tugade, Jefferson,32,1549,120,i
896185,PHI,,Valdez, Mark Dominick,6,1800,250,i
896045,PHI,,Vegara, Ron,0,1800,250,i
896049,PHI,,Vergara, Ron,0,1800,250,i
896127,PHI,,Yen, Alvin,68,1685,94,
