ID,FED,TITLE,LASTNAME,FIRSTNAME,GAMES,RATING,RD,STATUS
896036,PHI,,Agaton, Mark Anthony,0,0,,i
896058,PHI,,Aguilar, Josef-Jake,12,1770,,i
896028,PHI,,Ajo, Alfred,0,0,,i
896046,PHI,,Alcala, Alvin,12,1645,,i
896044,PHI,,Alcausin, Aldrich,0,0,,i
896050,PHI,,Altea, Ed,0,0,,i
896243,PHI,,Andres, Carlito jr,0,0,,
896245,PHI,,Andres, Clinton Paulo,0,0,,
896247,PHI,,Andres, Genesis Jahk,0,0,,
896075,PHI,,Arani, Darious,0,0,,i
896166,PHI,,Asi, Emmanuel,60,1608,,
896230,PHI,,Balas, Mark Edwin,4,0,,
896030,PHI,,Bayon, Chito,7,0,,i
896229,PHI,,Bordon, Sheryll,3,0,,
896142,PHI,,Cabuyao, Marfin Loi,0,0,,i
896034,PHI,,Cadalin, Jose,7,0,,i
896012,PHI,,Carlos, Leonardo M.,10,0,,i
896053,PHI,,Castillo, Eric,7,0,,
896172,PHI,,Como, Marvin,0,0,,i
896255,PHI,,Coronel, Timon,0,0,,
896246,PHI,,Coronel, Timothy,0,0,,
896021,PHI,,Cuaresma, Dysanne Allister,8,0,,i
896026,PHI,,Cuaycong, Virgilio,9,0,,i
896033,PHI,,Cuison, Reno,7,0,,i
896160,PHI,,Dacpano, Frances Irene,6,0,,
896218,PHI,,Daligdig, Garry,0,0,,
896040,PHI,,Datuin, Jean Paul G.,6,0,,i
896027,PHI,,De Velez, G.,8,0,,i
896003,PHI,,De Velez, Geoffrey Allen,78,1786,,i
896038,PHI,,Delfino, Clodelio,0,0,,i
896159,PHI,,Dynaque, Dennis,0,0,,i
20578,PHI,,García, Miguel,0,0,,i
896041,PHI,,Germanes, Ramil,10,0,,
896118,PHI,,Gonsalez, Cris,0,0,,i
896071,PHI,,Guaniezo, Anatoly,0,0,,i
896020,PHI,,Guinto, Noel L.,6,0,,i
896024,PHI,,Ho, Adrian,30,1941,,i
896042,PHI,,Jacinto, Arjay,0,0,,i
896043,PHI,,Jacinto, Lelouch,0,0,,i
896175,PHI,,Javier, Christian C.,2,0,,
896188,PHI,,Javier, Guilbert,8,0,,
896032,PHI,,Jucutan, Eduardo,7,0,,i
896004,PHI,,Khu, K.,7,0,,i
896016,PHI,,Lachica Jr., Cesar G.,22,2268,,i
896019,PHI,,Linatoc, Ben,6,0,,i
896226,PHI,,Lopez Cacayan, Clifford,7,0,,
896194,PHI,,Lopez, Saldy,0,0,,
896072,PHI,,Mabeza, Clark Ian,0,0,,i
896025,PHI,,Malagar, Leo,64,1877,,i
896217,PHI,,Manaois, Manolito,10,0,,
896225,PHI,,Marayag, Jose Salvador,2,0,,
896037,PHI,,Masangcay, Felix-Joey M.,0,0,,i
896220,PHI,,Medina, Ferdimarc,4,0,,
896015,PHI,,Mendoza, Ruel P.,0,0,,i
896161,PHI,,Mialdo, Arfe,6,0,,i
896002,PHI,,Ng, Willy C.,90,1713,,
896096,PHI,,Nuto, Marceliano Jr.,6,0,,i
896031,PHI,,Obadilla, Mitchelle,7,0,,i
896221,PHI,,Obana, Arbie Rheiza,4,0,,
896214,PHI,,Obana, Servillano jr,5,0,,
511689,PHI,,Ong, Allan,245,1258,,
896117,PHI,,Ozoa, Manuel Zosimo,0,0,,i
896070,PHI,,Pabico, Cim,0,0,,i
896029,PHI,,Padilla, Eribert S.,21,1750,,
896007,PHI,,Page, Edmund C.,10,0,,i
896005,PHI,,Pagunsan, Franklin M.,0,0,,i
511763,PHI,,Pagunsan, Nilo M.,0,0,,i
896006,PHI,,Pascual, Orlando B.,95,2054,,i
896082,PHI,,Pelias, Allan,6,0,,i
896062,PHI,,Perez, Brigiliano,0,0,,
896231,PHI,,Perez, Elah Sarelle,2,0,,
896256,PHI,,Phua, Marvin,0,0,,
896242,PHI,,Quilang, Aaron James,0,0,,
896098,PHI,CCE,Ramos, Francis A.,117,2236,,
896222,PHI,,Ramos, Norwin,2,0,,
896251,PHI,,Rosales, Ralph Christian,0,0,,
896023,PHI,,San Juan, Penn,0,0,,i
896152,PHI,,Santos, Joseph Rodolfo,0,0,,i
896236,PHI,,Simplina Ubeda, Roma Aurora,0,0,,
896209,PHI,,Simplina, Ardie Boy,12,1813,,
517765,PHI,,Simplina, Arthur,35,2204,,
896207,PHI,,Simplina, Pancho Amor,32,2182,,
896212,PHI,,Simplina, Roma Asea,7,0,,
896100,PHI,,Sinsuat, Datuali,8,0,,i
896228,PHI,,Sodela, Jaycol,0,0,,
896008,PHI,,Sopungco, Alwin A.,10,0,,i
896013,PHI,,Tabada, Jobannie C.,10,0,,i
896010,PHI,,Tabudlong, Ronnie M.,0,0,,
896018,PHI,,Tacda, Vincent,5,0,,i
896215,PHI,,Tagoc, Charlie,9,0,,
896216,PHI,,Tamani, Donald,16,1476,,
896014,PHI,,Tamayo, Fernando Damaso,20,1833,,i
896051,PHI,,Tamayo, Joseph Emmanuel,0,0,,i
896039,PHI,,Tan, Rufilo Jr.,0,0,,i
896240,PHI,,Tautho, Diego,0,0,,
896009,PHI,,Taylor, Jefferson U.,10,0,,i
896238,PHI,,Timbreza, Hanz,0,0,,
896011,PHI,,Tolentino, Angelo M.,10,0,,i
896035,PHI,,Tuason III, Joseph,7,0,,i
896227,PHI,,Tugade, Jefferson,4,0,,
896185,PHI,,Valdez, Mark Dominick,6,0,,
896045,PHI,,Vegara, Ron,0,0,,i
896049,PHI,,Vergara, Ron,0,0,,i
896127,PHI,,Yen, Alvin,0,0,,
